번호,회계구분,부서명,세부사업명,통계목,지급일자,사업개요,지출액
561,일반회계,가정복지과,보육교직원 처우개선 지원(처우개선 지원 등),사회복지시설법정운영비보조,2022-10-25,2022년도 10월 구립어린이집 보육교사 중식비 지급,"          12,630,000"
562,일반회계,가정복지과,보육교직원 처우개선 지원(처우개선 지원 등),사회복지시설법정운영비보조,2022-10-25,2022년도 10월 구립어린이집 보육교직원 처우개선비 지급,"          92,975,000"
563,일반회계,가정복지과,영아수당,사회보장적수혜금,2022-10-25,2022년 10월 영아수당 지급,"         388,500,000"
564,일반회계,가정복지과,일반 영유아 복지 지원,사무관리비,2022-10-24,2022년도 제4차 동대문구 보육정책위원회 심의 수당 지급,"             700,000"
565,일반회계,가정복지과,일반 영유아 복지 지원,시책추진업무추진비,2022-10-24,2022년 가정복지과 시책추진 업무추진비 지급,"             188,000"
566,일반회계,가정복지과,일반 영유아 복지 지원,시책추진업무추진비,2022-10-24,보육정책위원회 개최에 따른 시책추진업무추진비 지급,"              97,000"
567,일반회계,가정복지과,구립어린이집 보수비 지원,시책추진업무추진비,2022-10-24,2022년 어린이집 보수에 따른 업무추진비 지급,"              70,100"
568,일반회계,가정복지과,여성복지 지원,사무관리비,2022-10-24,2022년 자치구 성인지역량강화교육(9월) 젠더특강 교육비 지출,"             150,000"
569,일반회계,가정복지과,구청 직장어린이집 운영 지원,민간위탁금,2022-10-24,2022년 동대문구청 직장어린이집 행사비 지급,"           1,000,000"
570,일반회계,가정복지과,기본경비(가정복지과),사무관리비,2022-10-24,은행기업용 공인인증서 갱신발급 수수료 지급(제로페이 Biz),"               4,400"
571,일반회계,가정복지과,기본경비(가정복지과),사무관리비,2022-10-24,프린터 토너 구매비 지급,"           2,918,960"
572,일반회계,가정복지과,보조금 집행잔액 반납(가정복지과),국고보조금반환금,2022-10-24,2021년 보존식 기자재 지원 보조금 집행잔액 반납,"           2,292,450"
573,일반회계,가정복지과,보조금 집행잔액 반납(가정복지과),시ㆍ도비보조금반환금,2022-10-24,2021년 보존식 기자재 지원 보조금 집행잔액 반납,"           1,146,230"
574,일반회계,가정복지과,일반 영유아 복지 지원,시책추진업무추진비,2022-10-21,2022년 가정복지과 시책추진 업무추진비 지급,"              54,000"
575,일반회계,가정복지과,기본경비(복지정책과),사무관리비,2022-10-21,보육기획팀 현안업무수행 특근매식비 지급(10월),"             208,000"
576,일반회계,가정복지과,기본경비(복지정책과),사무관리비,2022-10-21,보육지원팀 현안업무수행 특근매식비 지급(10월),"              64,000"
577,일반회계,가정복지과,구립어린이집 확충,민간위탁사업비,2022-10-21,구립엘리니티어린이집 리모델링비 및 기자재비 교부(미교부액),"           2,000,000"
578,일반회계,가정복지과,어린이집 기능보강 지원,민간자본사업보조(자체재원),2022-10-21,2022년 민간가정어린이집 기자재(노트북) 구입비 지급,"          30,000,000"
579,일반회계,가정복지과,구립어린이집 그린리모델링,시설비,2022-10-21,한아름어린이집 그린리모델링 공사 관급자재 구매(LED 등)-완납금지급,"           2,124,410"
580,일반회계,가정복지과,구립어린이집 그린리모델링,시설비,2022-10-21,한아름어린이집 그린리모델링 공사 관급자재 구매(알루미늄창호)-완납금지급,"          14,183,760"
581,일반회계,가정복지과,구립어린이집 그린리모델링,시설비,2022-10-21,한아름어린이집 그린리모델링 공사 관급자재 변경구매(창호)-완납금지급,"             474,550"
582,일반회계,가정복지과,기본경비(가정복지과),사무관리비,2022-10-20,가정복지과 신문구독료 납부(7월 ~ 9월),"              60,000"
583,일반회계,가정복지과,육아종합지원센터 운영(전환사업),민간위탁금,2022-10-20,2022년 4분기 육아종합지원센터 운영비 교부,"         161,062,800"
584,일반회계,가정복지과,서울가족학교 사업,사회복지사업보조,2022-10-20,2022년 4분기 서울가족학교 운영 보조금 교부,"          10,592,000"
585,일반회계,가정복지과,CPTED로 안전한 우리동네,시책추진업무추진비,2022-10-20,CPTED로 안전한 우리동네를 위한 업무추진비 지급,"              51,000"
586,일반회계,가정복지과,청소년부모 아동양육비 지원(시범사업),사회보장적수혜금,2022-10-20,2022년 10월 청소년부모 아동양육비 지급,"             400,000"
587,일반회계,가정복지과,구립어린이집 확충,자산및물품취득비,2022-10-19,대림늘푸른 어린이집 매입관련 계약금 지급,"         215,000,000"
588,일반회계,가정복지과,일반 영유아 복지 지원,시책추진업무추진비,2022-10-18,2022년 가정복지과 시책추진 업무추진비 지급,"             151,000"
589,일반회계,가정복지과,여성복지 지원,사무관리비,2022-10-18,2022년 10월 여성복지관 냉온정수기 렌탈료 납부,"              82,210"
590,일반회계,가정복지과,여성복지 지원,공공운영비,2022-10-18,2022년 10월 여성복지관 도시가스 요금 납부,"              56,650"
591,일반회계,가정복지과,여성복지 지원,공공운영비,2022-10-18,2022년 10월 여성복지관 인터넷통신(오피스넷) 요금 납부,"             115,180"
592,일반회계,가정복지과,취약위기 가족지원,사회복지사업보조,2022-10-18,2022년 4분기 취약위기가족지원사업 보조금 교부,"          41,402,000"
593,일반회계,가정복지과,취약위기가족지원사업 종사자 처우개선,사회복지시설법정운영비보조,2022-10-18,2022년 4분기 취약위기가족지원사업 종사자수당 보조금 교부,"           6,202,000"
594,일반회계,가정복지과,구립어린이집 그린리모델링,시설비,2022-10-18,이문어린이집 그린리모델링 공사(건축)시행-1차노무비,"          16,037,820"
595,일반회계,가정복지과,일반 영유아 복지 지원,시책추진업무추진비,2022-10-17,2022년 가정복지과 시책추진 업무추진비 지급,"              70,000"
596,일반회계,가정복지과,일반 영유아 복지 지원,사회복지사업보조,2022-10-17,2022년 어린이집연합회 원장 연수비 지급(민간연합회),"          20,000,000"
597,일반회계,가정복지과,기본경비(복지정책과),사무관리비,2022-10-17,보육기획팀 현안업무수행 특근매식비 지급(10월),"              96,000"
598,일반회계,가정복지과,여성복지 지원,사무관리비,2022-10-17,여성복지관 사무용품 구입비 지급,"             921,900"
599,일반회계,가정복지과,여성복지 지원,사무관리비,2022-10-17,여성복지관 프린터 소모품 구입비 지급,"           1,287,880"
600,일반회계,가정복지과,기본경비(가정복지과),사무관리비,2022-10-17,행정사무용품(문구류) 구매비 지급,"             300,000"
601,일반회계,가정복지과,출산장려 등 지원운영,시책추진업무추진비,2022-10-17,출산장려 사업관련 업무추진비 지급,"              21,000"
602,일반회계,가정복지과,영유아보육료 지원(만0~2세),사회복지시설법정운영비보조,2022-10-17,2022년도 5월 보육료 예탁금 입금(만0~2세 영아보육료),"             -87,360"
603,일반회계,가정복지과,어린이집 운영지원(교재·교구비),사회복지시설법정운영비보조,2022-10-17,"2022년 9월 보육지원팀 어린이집(민간4~6구역·가정·직장) 보조금 지급-""어린이집 운영지원(교재교구)
-구비""","          -1,450,000"
604,일반회계,가정복지과,영유아보육료 지원(만3~5세 누리과정),사회복지시설법정운영비보조,2022-10-17,2022년도 6월 보육료 예탁금 입금(누리과정 보육료),"             -58,330"
605,일반회계,가정복지과,여성친화도시 조성,사무관리비,2022-10-17,여성친화도시 조성을 위한 홍보용품(리플렛) 구매비 지급,"             285,000"
606,일반회계,가정복지과,대체교사 인건비 지원,사회복지시설법정운영비보조,2022-10-17,2022년 9월 대체교사 인건비지원 보조금 교부,"           7,450,450"
607,일반회계,가정복지과,어린이집 운영지원(운영비 등),사회복지시설법정운영비보조,2022-10-17,2022년도 6월 보육료 예탁금 입금(차액보육료),"             -39,910"
608,일반회계,가정복지과,구립어린이집 그린리모델링,시설비,2022-10-17,이문어린이집 그린리모델링 공사 관급자재 구매(알루미늄 창호)-완납금 지급,"          24,893,740"
609,일반회계,가정복지과,구립어린이집 그린리모델링,시설비,2022-10-14,이문어린이집 그린리모델링 공사 관급자재 구매(냉난방기기)-완납금 지급,"          24,239,070"
610,일반회계,가정복지과,기본경비(가정복지과),부서운영업무추진비,2022-10-13,가정복지과 부서운영에 따른 업무추진비 지급,"             108,660"
611,일반회계,가정복지과,출산장려 등 지원운영,사무관리비,2022-10-13,2022년 동대문구 출생축하용품 구매계약-부분급지급,"           5,007,890"
612,일반회계,가정복지과,시간제보육서비스 제공지원,사회복지시설법정운영비보조,2022-10-13,2022년 4분기(10월11월)시간제보육 보조금 교부,"           6,700,000"
613,일반회계,가정복지과,시간제보육서비스 제공지원,사회복지시설법정운영비보조,2022-10-13,2022년 4분기(10월11월)시간제보육 보조금 교부,"           6,400,000"
614,일반회계,가정복지과,어린이집 교원 보수교육,사회복지시설법정운영비보조,2022-10-13,2022년 1월 보육지원팀 어린이집(민간·가정·직장·법인·방과후) 보조금 지급-보육교사 교육비,"             -80,000"
615,일반회계,가정복지과,공동육아활성화 사업,사회복지사업보조,2022-10-13,2022년 4분기 공동육아방 보조금 교부,"          86,684,000"
616,일반회계,가정복지과,여성친화도시 조성,행사운영비,2022-10-13,여성친화도시 구민참여단 교육 강사료 지출,"             273,600"
617,일반회계,가정복지과,여성친화도시 조성,행사운영비,2022-10-13,여성친화도시 구민참여단 교육 강사료 지출에 따른 소득세 및 주민세 납부,"              26,400"
618,일반회계,가정복지과,CPTED로 안전한 우리동네,시책추진업무추진비,2022-10-13,CPTED로 안전한 우리동네를 위한 업무추진비 지급,"              45,000"
619,일반회계,가정복지과,여성복지 지원,시책추진업무추진비,2022-10-12,여성복지 지원을 위한 시책추진업무추진비 지급,"             165,000"
620,일반회계,가정복지과,부모모니터링단 운영,행사실비지원금,2022-10-12,2022년 9월 부모모니터링 활동비 지급에 따른 원천징수액 납부,"              62,700"
621,일반회계,가정복지과,여성친화도시 조성,시책추진업무추진비,2022-10-11,여성친화도시 조성을 위한 업무추진비 지급,"             213,000"
622,일반회계,가정복지과,구립어린이집 그린리모델링,시설비,2022-10-11,이문어린이집 그린리모델링 공사 관급자재 구매(LED등)-완납금지급,"           4,546,410"
623,일반회계,가정복지과,일반 영유아 복지 지원,사회복지시설법정운영비보조,2022-10-07,2022년 1월 보육지원팀 어린이집(민간·가정·직장·법인·방과후) 보조금 지급-유아간식비,"         -19,509,580"
624,일반회계,가정복지과,구립어린이집 보수비 지원,시설비,2022-10-07,예송어린이집 방염문 설치,"           1,038,400"
625,일반회계,가정복지과,출산장려 등 지원운영,시책추진업무추진비,2022-10-07,출산장려 사업관련 업무추진비 지급,"              70,000"
626,일반회계,가정복지과,부모모니터링단 운영,행사실비지원금,2022-10-07,2022년 9월 부모모니터링단 활동비 지급,"           1,837,300"
627,일반회계,가정복지과,어린이집 운영지원(운영비 등),사회복지시설법정운영비보조,2022-10-07,어린이집 재능기부자 기본교육 9월 활동비 지급,"             100,000"
628,일반회계,가정복지과,불법촬영 시민감시단,기타보상금,2022-10-07,9월분 불법촬영 시민감시단 활동실비 지출,"             650,000"
629,일반회계,가정복지과,기본경비(복지정책과),국내여비,2022-10-06,가정복지과 현안·기본업무수행 국내여비 지급(9월),"             680,000"
630,일반회계,가정복지과,일반 영유아 복지 지원,기타보상금,2022-10-05,2022년 보육교직원 소양교육 강사료 지급에 따른 원천징수액 지급,"              63,360"
631,일반회계,가정복지과,일반 영유아 복지 지원,사회복지시설법정운영비보조,2022-10-05,2022년 1월 보육지원팀 어린이집(민간·가정·직장·법인·방과후) 보조금 지급-영아간식비,"         -29,213,600"
632,일반회계,가정복지과,구립어린이집 보수비 지원,시책추진업무추진비,2022-10-05,2022년 어린이집 보수에 따른 업무추진비 지급,"              44,000"
633,일반회계,가정복지과,기본경비(복지정책과),사무관리비,2022-10-05,보육기획팀 현안업무수행 특근매식비 지급(9월),"             376,000"
634,일반회계,가정복지과,기본경비(복지정책과),사무관리비,2022-10-05,보육지원팀 현안업무수행 특근매식비 지급(9월),"             176,000"
635,일반회계,가정복지과,기본경비(복지정책과),사무관리비,2022-10-05,여성정책팀 현안업무수행 특근매식비 지급(9월),"             416,000"
636,일반회계,가정복지과,기본경비(복지정책과),사무관리비,2022-10-05,출산다문화팀 현안업무수행 특근매식비 지급(9월),"             400,000"
637,일반회계,가정복지과,여성복지 지원,기타보상금,2022-10-05,2022년 9월 여성복지관 프로그램 강사료 원천징수 지출,"             326,700"
638,일반회계,가정복지과,여성복지 지원,기타보상금,2022-10-05,2022년 9월 여성복지관 프로그램 강사료 지급,"           9,573,300"
639,일반회계,가정복지과,기본경비(가정복지과),사무관리비,2022-10-05,보육기획팀 기본업무수행 특근매식비 지급(9월),"             528,000"
640,일반회계,가정복지과,기본경비(가정복지과),사무관리비,2022-10-05,보육지원팀 기본업무수행 특근매식비 지급(9월),"             344,000"
641,일반회계,가정복지과,기본경비(가정복지과),사무관리비,2022-10-05,여성정책팀 기본업무수행 특근매식비 지급(9월),"              48,000"
642,일반회계,가정복지과,보육교직원 처우개선 지원(근무환경개선비),사회복지시설법정운영비보조,2022-10-05,2022년 9월 근무환경개선비·연장보육전담교사 수당 지급(민간 등),"         114,055,000"
643,일반회계,가정복지과,보육교직원 처우개선 지원(근무환경개선비),사회복지시설법정운영비보조,2022-10-05,2022년 9월 동대문구육아종합지원센터 대체교사 및 시간제교사 교사근무환경개선비 교부,"           4,680,000"
644,일반회계,가정복지과,보육교직원 처우개선 지원(근무환경개선비),사회복지시설법정운영비보조,2022-10-05,2022년도 9월 구립어린이집 교사근무환경개선비 지급,"         104,540,000"
645,일반회계,가정복지과,여성친화도시 조성,행사운영비,2022-10-05,여성친화도시 구민참여단 교육 강사료 지출에 따른 소득세 및 주민세 납부,"              44,000"
646,일반회계,가정복지과,일반 영유아 복지 지원,시책추진업무추진비,2022-10-04,2022년 가정복지과 시책추진업무추진비 지급,"             165,100"
647,일반회계,가정복지과,구립어린이집 보수비 지원,시책추진업무추진비,2022-10-04,2022년 어린이집 보수에 따른 업무추진비 지급,"             254,500"
648,일반회계,가정복지과,여성복지 지원,사무관리비,2022-10-04,여성복지관 교육 및 사무용품 구입비 지급,"             363,000"
649,일반회계,가정복지과,기본경비(가정복지과),부서운영업무추진비,2022-10-04,가정복지과 부서운영에 따른 업무추진비 지급,"             370,000"
650,일반회계,가정복지과,1인가구 사회적 관계망 구축사업,사무관리비,2022-10-04,2022년 9월분 1인가구 안전도어지킴이 이용료 보조금 지출,"             534,000"
651,일반회계,가정복지과,일반 영유아 복지 지원,기타보상금,2022-09-30,2022년 어린이집 보육교직원 소양교육 강사료 지급,"             656,640"
652,일반회계,가정복지과,가정양육수당 지원사업,사회보장적수혜금,2022-09-30,2022년 9월 가정양육수당 추가 지급,"             150,000"
653,일반회계,가정복지과,여성친화도시 조성,행사운영비,2022-09-30,여성친화도시 구민참여단 교육 강사료 지출,"             456,000"
654,일반회계,가정복지과,아동수당,사회보장적수혜금,2022-09-30,2022년 9월 아동수당 수기지급,"             100,000"
655,일반회계,가정복지과,일반 영유아 복지 지원,시책추진업무추진비,2022-09-28,2022년 가정복지과 시책추진 업무추진비 지급,"              66,000"
656,일반회계,가정복지과,기본경비(복지정책과),사무관리비,2022-09-28,보육지원팀 현안업무수행 특근매식비 지급(9월),"             136,000"
657,일반회계,가정복지과,여성복지 지원,공공운영비,2022-09-28,2022년 9월 여성복지관 상하수도요금 납부,"             159,780"
658,일반회계,가정복지과,여성복지 지원,공공운영비,2022-09-28,2022년 9월 여성복지관 전기요금 납부,"             348,050"
659,일반회계,가정복지과,어린이집 운영지원(교재·교구비),사회복지시설법정운영비보조,2022-09-28,"2022년 가정어린이집 교재교구비 추가 지급(꿀벌, 사과나무어린이집)","           1,450,000"
660,일반회계,가정복지과,도농상생 공공급식 지원,민간위탁금,2022-09-28,2022년 4분기 동대문구공공급식센터 운영비 교부,"         151,342,000"
661,일반회계,가정복지과,CPTED로 안전한 우리동네,시책추진업무추진비,2022-09-28,CPTED로 안전한 우리동네를 위한 업무추진비 지급,"              75,000"
662,일반회계,가정복지과,도농상생 공공급식 지원,사무관리비,2022-09-27,2022년 어린이집 급식 식자재 안심구매 납품업체 심의수당 지급,"             280,000"
663,일반회계,가정복지과,기본경비(복지정책과),사무관리비,2022-09-26,보육기획팀 현안업무수행 특근매식비 지급(9월),"             144,000"
664,일반회계,가정복지과,어린이집 운영개선,사회복지시설법정운영비보조,2022-09-26,2022년 9월 보육지원팀 어린이집(민간1~3·법인·방과후) 보조금 지급-장애아교재교구비,"             294,000"
665,일반회계,가정복지과,출산장려 등 지원운영,시책추진업무추진비,2022-09-26,출산장려 사업 관련 업무추진비 지급,"              83,000"
666,일반회계,가정복지과,출산장려 등 지원운영,사회보장적수혜금,2022-09-26,2022년 8월(7월 신청분) 입학축하금 지급,"           2,000,000"
667,일반회계,가정복지과,일반 영유아 복지 지원,사회복지시설법정운영비보조,2022-09-23,2022년 9월 보육지원팀 어린이집(민간1~3·법인·방과후) 보조금 지급-영아간식비(구비),"           4,748,800"
668,일반회계,가정복지과,일반 영유아 복지 지원,사회복지시설법정운영비보조,2022-09-23,2022년 9월 보육지원팀 어린이집(민간1~3·법인·방과후) 보조금 지급-유아간식비(구비),"           2,565,420"
669,일반회계,가정복지과,일반 영유아 복지 지원,사회복지시설법정운영비보조,2022-09-23,2022년 9월 보육지원팀 어린이집(민간1~3·법인·방과후) 보조금 지급-취사부인건비(비서울형),"           4,800,000"
670,일반회계,가정복지과,일반 영유아 복지 지원,사회복지시설법정운영비보조,2022-09-23,2022년 9월 보육지원팀 어린이집(민간4~6구역·가정·직장) 보조금 지급-영아간식비(구비),"          14,963,200"
671,일반회계,가정복지과,일반 영유아 복지 지원,사회복지시설법정운영비보조,2022-09-23,2022년 9월 보육지원팀 어린이집(민간4~6구역·가정·직장) 보조금 지급-유아간식비(구비),"           2,676,740"
672,일반회계,가정복지과,일반 영유아 복지 지원,사회복지시설법정운영비보조,2022-09-23,2022년 9월 보육지원팀 어린이집(민간4~6구역·가정·직장) 보조금 지급-취사부인건비(비서울형),"          18,900,000"
673,일반회계,가정복지과,일반 영유아 복지 지원,사회복지시설법정운영비보조,2022-09-23,2022년 9월 보육지원팀 어린이집(민간4~6구역·가정·직장) 보조금 지급-취사부인건비(서울형) - 40인미만,"           1,500,000"
674,일반회계,가정복지과,일반 영유아 복지 지원,사회복지시설법정운영비보조,2022-09-23,"2022년 보육지원팀 9월 어린이집(민간1~3,법인,방과후) 교직원 복리후생비 처우개선비 등 지급-근속수당","           4,350,000"
675,일반회계,가정복지과,일반 영유아 복지 지원,사회복지시설법정운영비보조,2022-09-23,"2022년 보육지원팀 9월 어린이집(민간1~3,법인,방과후) 교직원 복리후생비 처우개선비 등 지급-복리후생비","          12,600,000"
676,일반회계,가정복지과,일반 영유아 복지 지원,사회복지시설법정운영비보조,2022-09-23,"2022년 보육지원팀 9월 어린이집(민간1~3,법인,방과후) 교직원 복리후생비 처우개선비 등 지급-원장연구개발비","           2,000,000"
677,일반회계,가정복지과,일반 영유아 복지 지원,사회복지시설법정운영비보조,2022-09-23,"2022년 보육지원팀 9월 어린이집(민간4~6지구,가정,직장) 교직원 복리후생비 처우개선비 등 지급-근속수당","           7,590,000"
678,일반회계,가정복지과,일반 영유아 복지 지원,사회복지시설법정운영비보조,2022-09-23,"2022년 보육지원팀 9월 어린이집(민간4~6지구,가정,직장) 교직원 복리후생비 처우개선비 등 지급-복리후생비","          24,900,000"
679,일반회계,가정복지과,일반 영유아 복지 지원,사회복지시설법정운영비보조,2022-09-23,"2022년 보육지원팀 9월 어린이집(민간4~6지구,가정,직장) 교직원 복리후생비 처우개선비 등 지급-원장연구개발비","           5,600,000"
680,일반회계,가정복지과,일반 영유아 복지 지원,사회복지시설법정운영비보조,2022-09-23,2022년도 9월 구립어린이집 영아간식비 지급,"          19,611,200"
681,일반회계,가정복지과,일반 영유아 복지 지원,사회복지시설법정운영비보조,2022-09-23,2022년도 9월 구립어린이집 유아간식비 지급,"           6,547,640"
682,일반회계,가정복지과,구청 직장어린이집 운영 지원,민간위탁금,2022-09-23,2022년 9월 동대문구청 직장어린이집 운영비 지급,"          22,170,470"
683,일반회계,가정복지과,어린이집 운영개선,사회복지시설법정운영비보조,2022-09-23,2022년 9월 보육지원팀 어린이집(민간1~3·법인·방과후) 보조금 지급-공기청정기관리비,"           3,568,610"
684,일반회계,가정복지과,어린이집 운영개선,사회복지시설법정운영비보조,2022-09-23,2022년 9월 보육지원팀 어린이집(민간1~3·법인·방과후) 보조금 지급-방과후 보조교사 인건비,"           2,100,000"
685,일반회계,가정복지과,어린이집 운영개선,사회복지시설법정운영비보조,2022-09-23,2022년 9월 보육지원팀 어린이집(민간1~3·법인·방과후) 보조금 지급-방과후어린이집 운영비(5:5),"           8,050,000"
686,일반회계,가정복지과,어린이집 운영개선,사회복지시설법정운영비보조,2022-09-23,2022년 9월 보육지원팀 어린이집(민간1~3·법인·방과후) 보조금 지급-방과후어린이집 차액보육료(5:5),"             125,650"
687,일반회계,가정복지과,어린이집 운영개선,사회복지시설법정운영비보조,2022-09-23,2022년 9월 보육지원팀 어린이집(민간1~3·법인·방과후) 보조금 지급-장애아보육도우미,"           1,511,980"
688,일반회계,가정복지과,어린이집 운영개선,사회복지시설법정운영비보조,2022-09-23,2022년 9월 보육지원팀 어린이집(민간4~6구역·가정·직장) 보조금 지급-공기청정기관리비,"           9,647,220"
689,일반회계,가정복지과,어린이집 운영개선,사회복지시설법정운영비보조,2022-09-23,"2022년 보육지원팀 9월 어린이집(민간1~3,법인,방과후) 교직원 복리후생비 처우개선비 등 지급-방과후교사 처우개선","             700,000"
690,일반회계,가정복지과,어린이집 운영개선,사회복지시설법정운영비보조,2022-09-23,2022년도 9월 구립어린이집 공기청정기 관리운영비 지급,"          10,006,270"
691,일반회계,가정복지과,어린이집 운영개선,사회복지시설법정운영비보조,2022-09-23,2022년도 9월 구립어린이집 장애통합어린이집 운영비 지급,"           5,730,220"
692,일반회계,가정복지과,시간제보육서비스 제공지원,사회복지시설법정운영비보조,2022-09-23,2022년도 9월 보육료 예탁금 입금(시간차등형보육료),"           1,000,000"
693,일반회계,가정복지과,보육교직원 인건비 지원,사회복지시설법정운영비보조,2022-09-23,2022년 9월 보육지원팀 어린이집(민간1~3·법인·방과후) 보조금 지급-보육교직원 인건비(법인),"          60,319,220"
694,일반회계,가정복지과,보육교직원 인건비 지원,사회복지시설법정운영비보조,2022-09-23,2022년 9월 보육지원팀 어린이집(민간1~3·법인·방과후) 보조금 지급-야간연장 인건비 및 수당,"          15,595,000"
695,일반회계,가정복지과,보육교직원 인건비 지원,사회복지시설법정운영비보조,2022-09-23,2022년 9월 보육지원팀 어린이집(민간4~6구역·가정·직장) 보조금 지급-야간연장 인건비 및 수당,"          16,697,000"
696,일반회계,가정복지과,보육교직원 인건비 지원,사회복지시설법정운영비보조,2022-09-23,"2022년 보육지원팀 9월 어린이집(민간1~3,법인,방과후) 교직원 복리후생비 처우개선비 등 지급-장애특수교사수당(2020.7~ 개인지원)","           1,500,000"
697,일반회계,가정복지과,보육교직원 인건비 지원,사회복지시설법정운영비보조,2022-09-23,2022년도 9월 구립 교사대아동비율 개선 시범사업 보육교사 인건비 지급,"          11,973,490"
698,일반회계,가정복지과,보육교직원 인건비 지원,사회복지시설법정운영비보조,2022-09-23,2022년도 9월 구립어린이집 보육교직원 인건비 지급,"       1,041,894,020"
699,일반회계,가정복지과,보육교직원 인건비 지원,사회복지시설법정운영비보조,2022-09-23,2022년도 9월 구립어린이집 특수교사 자격수당 지급,"           5,500,000"
700,일반회계,가정복지과,보육교직원 인건비 지원,사회복지시설법정운영비보조,2022-09-23,2022년도 9월 미승인구립어린이집 인건비 지급,"         157,337,700"
701,일반회계,가정복지과,영유아보육료 지원(만0~2세),사회복지시설법정운영비보조,2022-09-23,2022년 9월 보육지원팀 어린이집(민간1~3·법인·방과후) 보조금 지급-유아학비 시간연장 보육료,"              35,200"
702,일반회계,가정복지과,영유아보육료 지원(만0~2세),사회복지시설법정운영비보조,2022-09-23,2022년 9월 보육지원팀 어린이집(민간4~6구역·가정·직장) 보조금 지급-유아학비 시간연장 보육료,"             384,000"
703,일반회계,가정복지과,영유아보육료 지원(만0~2세),사회복지시설법정운영비보조,2022-09-23,2022년도 9월 구립어린이집 시간연장 보육료 지급,"             227,200"
704,일반회계,가정복지과,영유아보육료 지원(만0~2세),사회복지시설법정운영비보조,2022-09-23,2022년도 9월 보육료 예탁금 입금(만0~2세 영아보육료),"       1,700,000,000"
705,일반회계,가정복지과,어린이집 운영지원(교재·교구비),사회복지시설법정운영비보조,2022-09-23,2022년 9월 보육지원팀 어린이집(민간1~3·법인·방과후) 보조금 지급-교재교구비(정원충족률85미만),"          22,630,000"
706,일반회계,가정복지과,어린이집 운영지원(교재·교구비),사회복지시설법정운영비보조,2022-09-23,2022년 9월 보육지원팀 어린이집(민간1~3·법인·방과후) 보조금 지급-교재교구비(정원충족률85이상),"           2,705,000"
707,일반회계,가정복지과,어린이집 운영지원(교재·교구비),사회복지시설법정운영비보조,2022-09-23,"2022년 9월 보육지원팀 어린이집(민간4~6구역·가정·직장) 보조금 지급-""어린이집 운영지원(교재교구)
-구비""","          20,345,000"
708,일반회계,가정복지과,어린이집 운영지원(교재·교구비),사회복지시설법정운영비보조,2022-09-23,"2022년 9월 보육지원팀 어린이집(민간4~6구역·가정·직장) 보조금 지급-""어린이집 운영지원(교재교구)
-국시비""","          44,640,000"
709,일반회계,가정복지과,어린이집 운영지원(교재·교구비),사회복지시설법정운영비보조,2022-09-23,2022년도 9월 구립어린이집 교재교구비 지급(정원충족률85%미만),"          68,530,000"
710,일반회계,가정복지과,어린이집 운영지원(교재·교구비),사회복지시설법정운영비보조,2022-09-23,2022년도 9월 구립어린이집 교재교구비 지급(정원충족률85%이상),"           9,810,000"
711,일반회계,가정복지과,어린이집 교원 보수교육,사회복지시설법정운영비보조,2022-09-23,2022년 9월 보육지원팀 어린이집(민간1~3·법인·방과후) 보조금 지급-보육교사 교육비,"             560,000"
712,일반회계,가정복지과,어린이집 교원 보수교육,사회복지시설법정운영비보조,2022-09-23,2022년 9월 보육지원팀 어린이집(민간4~6구역·가정·직장) 보조금 지급-보육교사 교육비,"             450,000"
713,일반회계,가정복지과,어린이집 교원 보수교육,사회복지시설법정운영비보조,2022-09-23,2022년도 9월 구립어린이집 보육교사 교육비 지급,"             280,000"
714,일반회계,가정복지과,가정양육수당 지원사업,사회보장적수혜금,2022-09-23,2022년 9월 가정양육수당 지급,"         265,350,000"
715,일반회계,가정복지과,가정양육수당 지원사업,사회보장적수혜금,2022-09-23,2022년 9월 장애아동 가정양육수당 지급,"             700,000"
716,일반회계,가정복지과,영유아보육료 지원(만3~5세 누리과정),사회복지시설법정운영비보조,2022-09-23,2022년도 9월 보육료 예탁금 입금(누리과정 보육료),"         685,000,000"
717,일반회계,가정복지과,방과후 보육료,사회복지시설법정운영비보조,2022-09-23,"2022년 9월 보육지원팀 어린이집(민간1~3·법인·방과후) 보조금 지급-방과후보육료(개학후 3월, 9월)","           2,469,120"
718,일반회계,가정복지과,방과후 보육료,사회복지시설법정운영비보조,2022-09-23,2022년도 9월 보육료 예탁금 입금(방과후 보육료),"           2,000,000"
719,일반회계,가정복지과,만3~5세 담임수당,사회복지시설법정운영비보조,2022-09-23,2022년 9월 보육지원팀 어린이집(민간1~3·법인·방과후) 보조금 지급-누리과정운영비,"          25,024,340"
720,일반회계,가정복지과,만3~5세 담임수당,사회복지시설법정운영비보조,2022-09-23,2022년 9월 보육지원팀 어린이집(민간4~6구역·가정·직장) 보조금 지급-누리과정운영비,"          25,411,800"
721,일반회계,가정복지과,만3~5세 담임수당,사회복지시설법정운영비보조,2022-09-23,"2022년 보육지원팀 9월 어린이집(민간1~3,법인,방과후) 교직원 복리후생비 처우개선비 등 지급-누리담임 처우개선비","          16,100,000"
722,일반회계,가정복지과,만3~5세 담임수당,사회복지시설법정운영비보조,2022-09-23,"2022년 보육지원팀 9월 어린이집(민간4~6지구,가정,직장) 교직원 복리후생비 처우개선비 등 지급-누리담임 처우개선비","          15,120,000"
