번호,회계구분,부서명,세부사업명,통계목,지급일자,사업개요,지출액
1251,일반회계,여성가족과,인력운영비(아동보호전담요원),기타직보수,2022-08-03,2022년 7월 시간선택제임기제(아동보호전담요원) 건강·고용보험료 지출,"             416,260"
1252,일반회계,여성가족과,불법촬영 시민감시단 운영,기타보상금,2022-08-03,불법촬영 시민감시단 7월 활동비 지출,"             460,000"
1253,일반회계,여성가족과,양성평등정책 기반조성,시책추진업무추진비,2022-08-02,양성평등정책 업무추진 관계자 간담회비 지급,"             119,000"
1254,일반회계,여성가족과,국공립어린이집 환경개선,시책추진업무추진비,2022-08-02,국공립어린이집 환경개선 간담회비 지급,"              17,900"
1255,일반회계,여성가족과,국공립어린이집 환경개선,시책추진업무추진비,2022-08-02,국공립어린이집 환경개선 간담회비 지급,"              89,500"
1256,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,시책추진업무추진비,2022-08-02,드림스타트 사례회의 관련 간담회비 지급,"              23,600"
1257,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,시책추진업무추진비,2022-08-02,드림스타트 생활체육 사업 관련 간담회비 지급,"              70,000"
1258,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,시책추진업무추진비,2022-08-02,드림스타트 심리지원 사업 관련 간담회비 지급,"             124,000"
1259,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,시책추진업무추진비,2022-08-02,드림스타트 유초등 교육 사업 협약 관련 간담회비 지급,"             108,000"
1260,일반회계,여성가족과,우리동네키움센터 운영 지원,시책추진업무추진비,2022-08-02,우리동네키움센터 하반기 안전점검 관련 간담회비 지급,"              44,700"
1261,일반회계,여성가족과,우리동네키움센터 운영 지원,시책추진업무추진비,2022-08-02,지역돌봄협의회 실무추진팀 간담회비 지급,"              27,300"
1262,일반회계,여성가족과,인력운영비(지역 드림스타트 통합사례관리사),공무직(무기계약)근로자보수,2022-08-02,드림스타트 아동통합사례관리사 7월 건강·연금보험료 지출,"           1,574,240"
1263,일반회계,여성가족과,인력운영비(지역 드림스타트 통합사례관리사),공무직(무기계약)근로자보수,2022-08-02,드림스타트 아동통합사례관리사 7월 고용·산재보험료 지출,"             326,160"
1264,일반회계,여성가족과,보호대상아동 사업 지원,시책추진업무추진비,2022-08-02,아동보호 업무추진 관계자 간담회비 지급,"              69,900"
1265,일반회계,여성가족과,보호대상아동 사업 지원,시책추진업무추진비,2022-08-02,아동보호 업무추진 관계자 간담회비 지급,"              95,000"
1266,일반회계,여성가족과,보호대상아동 사업 지원,시책추진업무추진비,2022-08-02,아동학대 대응 유관기관 관계자 간담회비 지급,"             121,000"
1267,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,사무관리비,2022-08-01,드림스타트 운영을 위한 물품 구매비 지출(청소ㆍ사무용품),"              68,320"
1268,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,사무관리비,2022-08-01,드림스타트 운영을 위한 물품 구매비 지출(화장지),"              50,300"
1269,일반회계,여성가족과,인력운영비(안심이 전담 관제인력),기타직보수,2022-08-01,2022년 7월분 안심이(CCTV관제요원) 건강고용보험 지출,"             244,060"
1270,일반회계,여성가족과,국공립어린이집 그린리모델링 사업,시설비,2022-08-01,열린꿈어린이집 그린리모델링 공사,"          36,110,000"
1271,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,행사운영비,2022-07-29,2022년 4~5회차 드림스타트 해충방역 서비스 비용 지출,"             595,000"
1272,일반회계,여성가족과,우리동네키움센터 운영 지원,민간위탁금,2022-07-29,중랑구1호점 우리동네키움센터 운영비 지원(7월 추가분),"             100,000"
1273,일반회계,여성가족과,우리동네키움센터 운영 지원,민간위탁금,2022-07-29,중랑구2호점 우리동네키움센터 운영비 지원(7월 추가분),"             100,000"
1274,일반회계,여성가족과,우리동네키움센터 운영 지원,민간위탁금,2022-07-29,중랑구3호점 우리동네키움센터 운영비 지원(7월 추가분),"             100,000"
1275,일반회계,여성가족과,우리동네키움센터 운영 지원,민간위탁금,2022-07-29,중랑구4호점 우리동네키움센터 운영비 지원(7월 추가분),"             100,000"
1276,일반회계,여성가족과,우리동네키움센터 운영 지원,민간위탁금,2022-07-29,중랑구5호점 우리동네키움센터 운영비 지원(7월 추가분),"             100,000"
1277,일반회계,여성가족과,인력운영비(안심이 전담 관제인력),기타직보수,2022-07-29,2022년 8월 안심이(CCTV관제요원) 복리후생비 지출,"             224,000"
1278,일반회계,여성가족과,인력운영비(안심이 전담 관제인력),직급보조비,2022-07-29,2022년 8월 안심이(CCTV관제요원) 복리후생비 지출,"             232,500"
1279,일반회계,여성가족과,인력운영비(안심이 전담 관제인력),특정업무경비,2022-07-29,2022년 8월 안심이(CCTV관제요원) 복리후생비 지출,"              75,000"
1280,일반회계,여성가족과,인력운영비(아동보호전담요원),기타직보수,2022-07-29,2022년 8월 시간선택임기제(아동보호전담요원) 복리후생비 지출,"             638,740"
1281,일반회계,여성가족과,공공형 실내놀이터 조성,시설비,2022-07-28,공공형 실내놀이터 브릭킷 구매,"          20,880,000"
1282,일반회계,여성가족과,양성평등정책 기반조성,사무관리비,2022-07-27,2022년 가족센타 수탁자선정 참석위원 수당 지출,"             350,000"
1283,일반회계,여성가족과,우리동네키움센터 운영 지원,사무관리비,2022-07-27,중랑구2호점 우리동네키움센터 임차료 지출(7월분),"           1,760,000"
1284,일반회계,여성가족과,국공립어린이집 그린리모델링 사업,시설비,2022-07-27,다솜어린이집 외 6개소 그린리모델링 관련 냉난방기 조달구매(수정),"          41,096,960"
1285,일반회계,여성가족과,국공립어린이집 그린리모델링 사업,시설비,2022-07-27,다솜어린이집 외 6개소 그린리모델링 관련 냉난방기 조달구매(수정),"           8,968,370"
1286,일반회계,여성가족과,국공립어린이집 그린리모델링 사업,시설비,2022-07-27,알콩달콩어린이집 그린리모델링 관련 제작가구 구매 및 설치,"          28,100,000"
1287,일반회계,여성가족과,불법촬영 시민감시단 운영,사무관리비,2022-07-27,불법촬영 시민감시단 합동 캠페인 현수막 지출,"              33,000"
1288,일반회계,여성가족과,공공형 실내놀이터 조성,시설비,2022-07-27,공공형 실내놀이터 조성 기계설비 공사,"          12,237,000"
1289,일반회계,여성가족과,공공형 실내놀이터 운영,공공운영비,2022-07-27,공공형 실내놀이터 조성 관련 수도요금 지출(5~6월),"              88,420"
1290,일반회계,여성가족과,어린이집 운영지원,사회복지시설법정운영비보조,2022-07-26,2022. 7월 아이행복카드사업 보육료 예탁금 지출,"         305,000,000"
1291,일반회계,여성가족과,영유아보육료 지원,사회복지시설법정운영비보조,2022-07-26,2022. 7월 아이행복카드사업 보육료 예탁금 지출,"       2,000,000,000"
1292,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,공공운영비,2022-07-26,2022년 7월 드림스타트센터 관리비 지출,"           1,035,000"
1293,일반회계,여성가족과,시간제보육서비스 제공지원,사회복지시설법정운영비보조,2022-07-26,2022. 7월 아이행복카드사업 보육료 예탁금 지출,"           3,000,000"
1294,일반회계,여성가족과,누리과정 지원,사회복지시설법정운영비보조,2022-07-26,2022. 7월 아이행복카드사업 보육료 예탁금 지출,"       1,000,000,000"
1295,일반회계,여성가족과,우리동네키움센터 운영 지원,사무관리비,2022-07-26,중랑구3호점 면목4동우리동네키움센터 임차료 지출(7월분),"           1,980,000"
1296,일반회계,여성가족과,어린이집 운영지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월 보육교사 중식비 지출(서울형),"           4,050,000"
1297,일반회계,여성가족과,어린이집 운영지원,사회복지시설법정운영비보조,2022-07-25,"2022년 7월 어린이집 근속수당, 복리후생비, 처우개선비 등 지급","         221,385,000"
1298,일반회계,여성가족과,어린이집 운영지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월 어린이집 보조금(인건비) 지출,"           3,329,960"
1299,일반회계,여성가족과,어린이집 운영지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월분 어린이집 보조금(보수교육중식비) 지출,"             680,000"
1300,일반회계,여성가족과,어린이집 운영지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월분 어린이집 보조금(보육교사중식비) 지출,"          23,750,000"
1301,일반회계,여성가족과,어린이집 운영지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월분 어린이집 보조금(서울시현장학습비) 지출,"             501,960"
1302,일반회계,여성가족과,어린이집 운영지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월분 어린이집 보조금(영아유아반운영비) 지출,"          99,200,000"
1303,일반회계,여성가족과,어린이집 운영지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월분 어린이집 보조금(외국인유아재원어린이집 지원) 지출,"           9,038,290"
1304,일반회계,여성가족과,방과후교실 운영지원,사회복지시설법정운영비보조,2022-07-25,"2022년 7월 어린이집 근속수당, 복리후생비, 처우개선비 등 지급","             700,000"
1305,일반회계,여성가족과,방과후교실 운영지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월 어린이집 보조금(인건비) 지출,"           1,800,000"
1306,일반회계,여성가족과,방과후교실 운영지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월분 어린이집 보조금(방과후보육시설운영비) 지출,"           3,900,000"
1307,일반회계,여성가족과,장애아통합시설 운영지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월 어린이집 보조금(인건비) 지출,"          24,425,240"
1308,일반회계,여성가족과,장애아통합시설 운영지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월분 어린이집 보조금(교재교구비) 지출,"           2,100,000"
1309,일반회계,여성가족과,구청직장어린이집 운영지원,민간위탁금,2022-07-25,2022년 7월 어린이집 보조금(인건비) 지출,"          25,480,570"
1310,일반회계,여성가족과,구청직장어린이집 운영지원,민간위탁금,2022-07-25,2022년 7월 중랑구청직장어린이집 방과후보육료 지출,"             180,000"
1311,일반회계,여성가족과,구청직장어린이집 운영지원,민간위탁금,2022-07-25,2022년 7월분 어린이집 보조금(구청직장어린이집운영비) 지출,"           3,000,000"
1312,일반회계,여성가족과,보육교사 복리후생 지원,사회복지시설법정운영비보조,2022-07-25,"2022년 7월 어린이집 근속수당, 복리후생비, 처우개선비 등 지급","           9,630,000"
1313,일반회계,여성가족과,보육교사 복리후생 지원,사회복지시설법정운영비보조,2022-07-25,"2022년 7월 어린이집 근속수당, 복리후생비, 처우개선비 등 지급","          76,250,000"
1314,일반회계,여성가족과,보육교사 복리후생 지원,사회복지시설법정운영비보조,2022-07-25,"2022년 7월 어린이집 근속수당, 복리후생비, 처우개선비 등 지급","           2,600,000"
1315,일반회계,여성가족과,영유아 급간식비 지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월분 어린이집 보조금(영아급간식비추가지원) 지출,"          33,086,100"
1316,일반회계,여성가족과,영유아 급간식비 지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월분 어린이집 보조금(영유아급간식비) 지출,"          46,719,260"
1317,일반회계,여성가족과,보육교직원 인건비 지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월 어린이집 보조금(인건비) 지출,"       1,368,044,630"
1318,일반회계,여성가족과,어린이집 교원 보수교육,사회복지시설법정운영비보조,2022-07-25,2022년 7월 어린이집 보조금(인건비) 지출,"           2,950,000"
1319,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,공공운영비,2022-07-25,2022년 7월 드림스타트센터 통신비 지출,"             129,270"
1320,일반회계,여성가족과,가정양육수당 지원,사회보장적수혜금,2022-07-25,2022년 7월 가정양육수당 수기 지출,"             100,000"
1321,일반회계,여성가족과,가정양육수당 지원,사회보장적수혜금,2022-07-25,2022년 7월 가정양육수당 지출,"         290,650,000"
1322,일반회계,여성가족과,가정양육수당 지원,사회보장적수혜금,2022-07-25,2022년 7월 장애아동 양육수당 지출,"           1,100,000"
1323,일반회계,여성가족과,어린이집 특화보육 지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월 서울형어린이집 보조금 지출,"         223,787,550"
1324,일반회계,여성가족과,어린이집 특화보육 지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월 서울형어린이집(2시간 추가 채용) 인건비 지출,"          12,758,000"
1325,일반회계,여성가족과,어린이집 특화보육 지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월 어린이집 보조금(교사 대 아동비율 시범사업) 지출,"           5,938,820"
1326,일반회계,여성가족과,어린이집 특화보육 지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월 어린이집 보조금(인건비) 지출,"          12,943,710"
1327,일반회계,여성가족과,어린이집 특화보육 지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월분 어린이집 보조금(365열린어린이집운영비) 지출,"             500,000"
1328,일반회계,여성가족과,어린이집 특화보육 지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월분 어린이집 보조금(다문화통합어린이집운영비) 지출,"             900,000"
1329,일반회계,여성가족과,어린이집 특화보육 지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월분 어린이집 보조금(야간연장보육운영비) 지출,"           5,800,000"
1330,일반회계,여성가족과,시간제보육서비스 제공지원,사회복지시설법정운영비보조,2022-07-25,"2022년 7월 어린이집 근속수당, 복리후생비, 처우개선비 등 지급","           1,800,000"
1331,일반회계,여성가족과,시간제보육서비스 제공지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월 어린이집 보조금(인건비) 지출,"          29,489,750"
1332,일반회계,여성가족과,시간제보육서비스 제공지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월분 어린이집 보조금(운영비) 지출,"           3,200,000"
1333,일반회계,여성가족과,누리과정 지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월 만3~5세 누리과정 운영비 지출,"         167,851,780"
1334,일반회계,여성가족과,누리과정 지원,사회복지시설법정운영비보조,2022-07-25,"2022년 7월 어린이집 근속수당, 복리후생비, 처우개선비 등 지급","         102,560,000"
1335,일반회계,여성가족과,보조교사 등 인건비 지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월 어린이집 보조금(인건비) 지출,"         596,049,780"
1336,일반회계,여성가족과,아이돌봄 지원(시비),민간위탁금,2022-07-25,2022년 3분기 아이돌봄 지원사업 보조금(돌보미 활동수당) 지출,"          31,735,000"
1337,일반회계,여성가족과,아이돌봄 지원(시비),민간위탁금,2022-07-25,2022년 3분기 아이돌봄 지원사업 종사자 처우개선수당 지출,"           4,110,000"
1338,일반회계,여성가족과,어린이집 공기청정기 지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월분 어린이집 보조금(공기청정기관리운영비) 지출,"          25,680,030"
1339,일반회계,여성가족과,어린이집 냉난방비 지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월분 어린이집 보조금(냉난방비) 지출,"           7,610,000"
1340,일반회계,여성가족과,아동수당,사회보장적수혜금,2022-07-25,2022년 7월 아동수당 지출,"       1,582,800,000"
1341,일반회계,여성가족과,서울가족학교 운영지원,사회복지사업보조,2022-07-25,2022년 3분기 서울가족학교 운영 보조금 지출,"          13,760,000"
1342,일반회계,여성가족과,조리사 인건비 지원,사회복지시설법정운영비보조,2022-07-25,"2022년 7월 어린이집 근속수당, 복리후생비, 처우개선비 등 지급","           7,200,000"
1343,일반회계,여성가족과,조리사 인건비 지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월 어린이집 보조금(인건비) 지출,"          17,216,660"
1344,일반회계,여성가족과,어린이집 직접 채용 대체교사 지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월 어린이집 보조금(인건비) 지출,"          42,733,900"
1345,일반회계,여성가족과,국공립어린이집 조리사 인건비 지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월 어린이집 보조금(인건비) 지출,"           2,616,730"
1346,일반회계,여성가족과,영아수당,사회보장적수혜금,2022-07-25,2022년 7월 영아수당 지출,"         309,900,000"
1347,일반회계,여성가족과,교사 대 아동비율 축소 시범사업 운영 지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월 교사 대 아동비율 개선 시범사업 운영비 지급,"          11,404,000"
1348,일반회계,여성가족과,서울형 공유어린이집 운영 지원,사회복지시설법정운영비보조,2022-07-25,2022년 7월 공유어린이집 원장 및 교사 수당 지급,"           3,810,000"
1349,일반회계,여성가족과,서울형 공유어린이집 운영 지원,사회복지시설법정운영비보조,2022-07-25,2022년 모아어린이집 7월분 운영협의회비 지출,"             300,000"
1350,일반회계,여성가족과,아이돌봄 지원,민간위탁금,2022-07-22,2022년 3분기 아이돌봄 지원사업 보조금 지출,"         300,000,000"
1351,일반회계,여성가족과,아이돌봄 지원,민간위탁금,2022-07-22,2022년 3분기 아이돌봄 지원사업 예탁금 지출,"         360,000,000"
1352,일반회계,여성가족과,인력운영비(안심이 전담 관제인력),기타직보수,2022-07-22,2022년 7월 안심이(CCTV관제요원) 기여금 지출,"             468,480"
1353,일반회계,여성가족과,인력운영비(아동보호전담요원),기타직보수,2022-07-22,2022년 7월 시간선택제임기제(아동보호전담요원) 기여금 지출,"             468,480"
1354,일반회계,여성가족과,저소득층 아동 지원,사회보장적수혜금,2022-07-21,2022년 7월 지역아동센터 추가 급식지원,"           2,093,000"
1355,일반회계,여성가족과,저소득층 아동 지원,사회보장적수혜금,2022-07-21,2022년 8월 아동급식비(꿈나무카드 모계좌 입금) 지출,"         176,291,540"
1356,일반회계,여성가족과,저소득층 아동 지원,사회보장적수혜금,2022-07-21,2022년 8월 지역아동센터 급식지원 (토공휴일 중식),"           1,225,000"
1357,일반회계,여성가족과,저소득층 아동 지원,사회보장적수혜금,2022-07-21,2022년 8월 지역아동센터 급식지원(토공휴일 중식 외),"          83,892,910"
1358,일반회계,여성가족과,보육교직원 처우개선 지원,사회복지시설법정운영비보조,2022-07-21,2022. 6월 육아종합지원센터 대체교사 근무환경개선비 지출,"           3,380,000"
1359,일반회계,여성가족과,우리동네키움센터 인건비 지원,민간위탁금,2022-07-21,중랑구1호점 우리동네키움센터 인건비 지원(7월분),"          10,640,430"
1360,일반회계,여성가족과,우리동네키움센터 인건비 지원,민간위탁금,2022-07-21,중랑구2호점 우리동네키움센터 인건비 지원(7월분),"          11,496,610"
1361,일반회계,여성가족과,우리동네키움센터 인건비 지원,민간위탁금,2022-07-21,중랑구3호점 면목4동우리동네키움센터 인건비 지원(7월분),"           7,030,100"
1362,일반회계,여성가족과,우리동네키움센터 인건비 지원,민간위탁금,2022-07-21,중랑구4호점 면목7동우리동네키움센터 인건비 지원 (7월분),"           7,263,200"
1363,일반회계,여성가족과,우리동네키움센터 인건비 지원,민간위탁금,2022-07-21,중랑구5호점 우리동네키움센터 인건비 지원(7월분),"           7,479,410"
1364,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,공공운영비,2022-07-20,2022년 7월 드림스타트센터 도시가스 요금 지출,"               5,400"
1365,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,행사운영비,2022-07-20,2022년 드림스타트 맑은눈 안경지원사업 운영비 지출,"           1,080,000"
1366,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,행사운영비,2022-07-20,드림스타트 우리아이 맞춤형 영양제(함소아) 지원비 지출,"           1,950,000"
1367,일반회계,여성가족과,인력운영비(지역 드림스타트 통합사례관리사),공무직(무기계약)근로자보수,2022-07-20,2022년 7월 드림스타트 아동통합사례관리사 인건비 지출,"           7,846,030"
1368,일반회계,여성가족과,저소득층 아동 지원,사회보장적수혜금,2022-07-19,2022년 6월 꿈나무카드 도시락 비용 지출,"           1,820,000"
1369,일반회계,여성가족과,저소득층 아동 지원,사회보장적수혜금,2022-07-19,2022년 6월 아동급식비(도시락) 지출,"          35,910,000"
1370,일반회계,여성가족과,기본경비,공공운영비,2022-07-19,e그린우편 요금납부(7월 청구분),"             326,140"
1371,일반회계,여성가족과,보호대상아동 사업 지원,공공운영비,2022-07-19,아동학대조사용 공용휴대폰 사용요금 납부(7월 청구분),"             123,440"
1372,일반회계,여성가족과,인력운영비(안심이 전담 관제인력),기타직보수,2022-07-19,2022년 7월 안심이(CCTV관제요원) 급여 및 소득세지방소득세 지출,"           2,409,520"
1373,일반회계,여성가족과,인력운영비(아동보호전담요원),기타직보수,2022-07-19,2022년 7월 시간선택제임기제(아동보호전담요원) 급여 지출,"           3,417,950"
1374,일반회계,여성가족과,우리동네키움센터 운영 지원,시책추진업무추진비,2022-07-18,중랑구4호점 우리동네키움센터 출입문 차임벨 설치 관련 간담회비 지급,"              19,100"
1375,일반회계,여성가족과,중랑아동돌봄센터(우리동네키움센터) 설치지원,시설비,2022-07-18,중랑구4호점 우리동네키움센터 차임벨 설치비 지급,"              77,000"
1376,일반회계,여성가족과,지역아동센터 운영 지원,사회복지사업보조,2022-07-15,지역아동센터 종사자 처우개선비 8월분 지출(구비),"          11,200,000"
1377,일반회계,여성가족과,지역아동센터 운영 지원,사회복지사업보조,2022-07-15,지역아동센터 추가운영비 8월분 지출(구비),"          44,000,000"
1378,일반회계,여성가족과,국공립어린이집 그린리모델링 사업,시설비,2022-07-15,다솜어린이집 그린리모델링 공사,"         108,592,000"
1379,일반회계,여성가족과,지역아동센터 환경개선,민간자본사업보조(이전재원),2022-07-15,2022년 참이랑지역아동센터 환경개선비 지출,"          32,000,000"
1380,일반회계,여성가족과,공공형 실내놀이터 조성,시설비,2022-07-15,공공형 실내놀이터 조성 바닥 온열 장치 조달구매,"          70,720,120"
1381,일반회계,여성가족과,공공형 실내놀이터 운영,공공운영비,2022-07-15,공공형 실내놀이터 조성 관련 전기요금 지출(7월분),"             348,680"
1382,일반회계,여성가족과,어린이집 행사지원 및 운영 지도관리,사무관리비,2022-07-14,2022년 상반기 모범보육교직원 표창장 구매 및 지출,"              39,800"
1383,일반회계,여성가족과,국공립어린이집 환경개선,시책추진업무추진비,2022-07-14,국공립어린이집 환경개선 간담회비 지급,"              51,000"
1384,일반회계,여성가족과,국공립어린이집 환경개선,시책추진업무추진비,2022-07-14,국공립어린이집 환경개선 관련 간담회비 지급,"              30,000"
1385,일반회계,여성가족과,국공립어린이집 운영지원,시책추진업무추진비,2022-07-14,국공립어린이집 운영지원 관련 간담회비 지급,"              22,800"
1386,일반회계,여성가족과,장난감 도서관 운영,민간위탁금,2022-07-14,2022년 7월 장난감도서관 운영비 지출,"          38,070,000"
1387,일반회계,여성가족과,부모모니터링단 운영,행사실비지원금,2022-07-14,2022년 부모모니터링단 보수교육 참석자 수당 지출,"             280,000"
1388,일반회계,여성가족과,우리동네키움센터 운영 지원,시책추진업무추진비,2022-07-14,우리동네키움센터 대상지 선정 관련 간담회비 지급,"              84,000"
1389,일반회계,여성가족과,보호대상아동 사업 지원,시책추진업무추진비,2022-07-14,아동학대 대응 유관기관 관계자 간담회비 지급,"              17,300"
1390,일반회계,여성가족과,국공립어린이집 그린리모델링 사업,시설비,2022-07-14,알콩달콩어린이집 그린리모델링 공사,"          51,650,000"
1391,일반회계,여성가족과,어린이집 운영지원,사회복지시설법정운영비보조,2022-07-13,2022년 어린이집 신규 재능기부자 교육비 지출,"              70,000"
1392,일반회계,여성가족과,여성안전,시책추진업무추진비,2022-07-13,여성안전사업 관계자 간담회비 지급,"              46,000"
1393,일반회계,여성가족과,보호대상아동 사업 지원,시책추진업무추진비,2022-07-13,서울형 아동학대 판단회의 개최에 따른 다과비 지급,"              27,900"
1394,일반회계,여성가족과,국공립어린이집 그린리모델링 사업,시설비,2022-07-13,아름뜰어린이집 그린리모델링 공사,"          52,150,000"
1395,일반회계,여성가족과,기본경비,사무관리비,2022-07-12,행정사무용품(복사용지) 구매 지출,"             590,000"
1396,일반회계,여성가족과,보육교직원 인건비 지원,사회복지시설법정운영비보조,2022-07-12,22년 어린이집 보조금(담임교사 퇴직적립금 반납),"          -1,114,660"
1397,일반회계,여성가족과,보육교직원 인건비 지원,사회복지시설법정운영비보조,2022-07-12,22년 어린이집 보조금(담임교사 퇴직적립금) 반납,"          -1,217,690"
1398,일반회계,여성가족과,보조교사 등 인건비 지원,사회복지시설법정운영비보조,2022-07-12,22년 어린이집 보조금(보조교사 및 연장보육전담교사 퇴직적립금) 반납,"            -179,270"
1399,일반회계,여성가족과,서울시 임산부 교통비 지원사업,사무관리비,2022-07-12,"임산부 교통비 지원 현수막, 배너 제작 구매비 지출","           1,724,800"
1400,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,공공운영비,2022-07-11,2022년 7월 드림스타트센터 무인경비시스템 이용대금 지출,"             220,000"
1401,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,행사운영비,2022-07-11,2022년 7월 드림스타트 생활체육 수강료 지출,"              53,400"
1402,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,행사운영비,2022-07-11,2022년 드림스타트 꿈그림 미술교육 운영비 지출(6월),"           1,280,000"
1403,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,행사운영비,2022-07-11,드림스타트 영유아발달지원 사업 운영비 지출(6월),"           1,205,000"
1404,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,행사운영비,2022-07-11,드림스타트 행복한 내 아이 프로그램 운영비 지출(6월),"           3,350,000"
1405,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,행사운영비,2022-07-11,드림스타트 행복한 부모 사업 운영비 지출(6월),"             322,000"
1406,일반회계,여성가족과,출산장려사업,시책추진업무추진비,2022-07-11,저출산대응 사업논의 관계자 간담회비 지급,"             156,000"
1407,일반회계,여성가족과,여성안전,행사운영비,2022-07-11,2022년 찾아가는 폭력예방교육 강사료 지출(6월),"           1,350,000"
1408,일반회계,여성가족과,아동보호전담요원 사업비 지원,공공운영비,2022-07-11,아동보호전담요원 공용휴대폰 사용요금 납부(7월 청구분),"              97,540"
1409,일반회계,여성가족과,양성평등정책 기반조성,시책추진업무추진비,2022-07-08,양성평등정책 업무추진 관계자 간담회비 지급,"             125,000"
1410,일반회계,여성가족과,여성단체 활동지원,시책추진업무추진비,2022-07-08,여성단체 활성화 논의 관계자 간담회비 지급,"              87,000"
1411,일반회계,여성가족과,기본경비,사무관리비,2022-07-08,2022년 6월분 기본업무추진 급량비 지급,"           3,072,000"
1412,일반회계,여성가족과,기본경비,부서운영업무추진비,2022-07-08,부서 직원 격려를 위한 다과류 등 구입비 지급,"             192,000"
1413,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,행사운영비,2022-07-08,2022년 5월 밑반찬지원 운영비 지출(매운찬실비찬),"              18,000"
1414,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,행사운영비,2022-07-08,2022년 6월 밑반찬지원 운영비 지출(여니네찬방),"              72,000"
1415,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,행사운영비,2022-07-08,드림스타트 아동통합사례관리사 명함 제작 비용 지출,"              22,300"
1416,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,행사운영비,2022-07-08,드림스타트 에버랜드 가족나들이 행사 관련 비상약품 구매비 지출,"              90,500"
1417,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,행사운영비,2022-07-08,드림스타트 에버랜드 가족나들이 행사 현수막 제작 구매 비용 지출,"              15,000"
1418,일반회계,여성가족과,출산장려사업,사회보장적수혜금,2022-07-08,2022년 7월 출산축하금 지급,"           3,600,000"
1419,일반회계,여성가족과,보육교직원 처우개선 지원,사회복지시설법정운영비보조,2022-07-08,2022년 6월 어린이집 교사 근무환경개선비 지출,"         248,535,000"
1420,일반회계,여성가족과,인력운영비(안심이 전담 관제인력),기타직보수,2022-07-08,2022년 6월 안심이(CCTV관제요원)초과근무 수당 지출,"             192,700"
1421,일반회계,여성가족과,인력운영비(아동보호전담요원),기타직보수,2022-07-08,2022년 6월 시간선택제임기제(아동보호전담요원) 초과근무수당 지출,"             183,200"
1422,일반회계,여성가족과,공공형 실내놀이터 조성,시설비,2022-07-08,공공형 실내놀이터 조성 전기 공사,"          48,162,010"
1423,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,행사운영비,2022-07-07,2022년 6월 밑반찬지원 운영비 지출(사랑을담다애찬),"             180,000"
