번호,회계구분,부서명,세부사업명,통계목,지급일자,사업개요,지출액
300,일반회계,가족정책과,보호대상아동 지원,공공운영비,2022-11-16,'22. 11월 아동보호조치 업무용 이동전화 사용료(10월분) 지급,"             132,000"
301,일반회계,가족정책과,야생견 없는 안전한 은평 만들기,사무관리비,2022-11-16,동물보호 업무용 행정차량 임차(조달구매),"             471,780"
302,일반회계,가족정책과,야생견 없는 안전한 은평 만들기,공공운영비,2022-11-16,2022년 10월분 동물보호 업무용 이동전화 사용료 지급,"              77,750"
303,일반회계,가족정책과,야생견 없는 안전한 은평 만들기,공공운영비,2022-11-16,반려동물팀 차량 유류비 지급,"              57,280"
304,일반회계,가족정책과,불법촬영 시민감시단 운영,사무관리비,2022-11-16,2022년 불법촬영 시민감시단 활동용품 구입비 지급,"              19,990"
305,일반회계,가족정책과,양성평등 및 성인지력향상 교육 운영,시책추진업무추진비,2022-11-15,고위직 대상 별도 폭력예방교육(2회차) 간식비 지급,"             150,000"
306,일반회계,가족정책과,아동건전육성,사무관리비,2022-11-15,학교로 찾아가는 아동권리교육 교재 인쇄 비용 지급,"             375,000"
307,일반회계,가족정책과,아동권리 아카데미 운영,사무관리비,2022-11-15,2022. 학교로 찾아가는 아동권리교육(워크북)제작비 지급,"           2,580,000"
308,일반회계,가족정책과,아동학대조사 추진,시책추진업무추진비,2022-11-15,2022. 아동학대 조사 및 아동학대 사례판단회의 추진 소요비용 지급,"              56,000"
309,일반회계,가족정책과,아동학대조사 추진,시책추진업무추진비,2022-11-15,2022. 제7차 은평형 아동학대 판단회의 다과비 지급,"              14,400"
310,일반회계,가족정책과,보호대상아동 지원,사무관리비,2022-11-15,보호대상아동 사례회의 운영 사무용품 구입비 지급,"             165,000"
311,일반회계,가족정책과,보호대상아동 지원,시책추진업무추진비,2022-11-15,보호대상아동 사례회의 다과비 지급,"              24,500"
312,일반회계,가족정책과,보호대상아동 지원,사회보장적수혜금,2022-11-15,보호대상아동 심리검사비 지급,"             450,000"
313,일반회계,가족정책과,기본경비,사무관리비,2022-11-14,부서 운영 물품 구입비용 지급(복사용지),"             412,500"
314,일반회계,가족정책과,주민대상 폭력예방 교육운영,행사운영비,2022-11-14,2022. 은평구 주민대상 폭력예방교육(9~10월) 수료증 제작비 지급,"              63,000"
315,일반회계,가족정책과,국·시비보조금 집행잔액 반환(가족정책과),국고보조금반환금,2022-11-14,2021년 길고양이 중성화사업 국고보조금 이자 반납,"              17,080"
316,일반회계,가족정책과,국·시비보조금 집행잔액 반환(가족정책과),시ㆍ도비보조금반환금,2022-11-14,2021년 결식아동 급식지원사업 집행잔액 반납,"         187,913,210"
317,일반회계,가족정책과,국·시비보조금 집행잔액 반환(가족정책과),시ㆍ도비보조금반환금,2022-11-14,2021년 결식아동 급식지원사업 토공휴일 중식비 집행잔액 반납,"         193,177,980"
318,일반회계,가족정책과,국·시비보조금 집행잔액 반환(가족정책과),시ㆍ도비보조금반환금,2022-11-14,2021년 결식아동 급식지원사업 학기 중 평일중식비 집행잔액 반납,"           5,196,000"
319,일반회계,가족정책과,국·시비보조금 집행잔액 반환(가족정책과),시ㆍ도비보조금반환금,2022-11-14,2021년 길고양이 중성화사업 시비보조금 이자 반납,"              61,190"
320,일반회계,가족정책과,아동학대예방사업 추진,행사운영비,2022-11-14,2022.아동학대예방을 위한 부모교육 강사수당 지급,"             370,000"
321,일반회계,가족정책과,보호대상아동 지원,시책추진업무추진비,2022-11-10,보호대상아동 면담관련 다과비 지급,"              19,800"
322,일반회계,가족정책과,보호대상아동 지원,사회보장적수혜금,2022-11-10,2022. 자립준비청년 지원 물품 구매비 지급,"           1,750,000"
323,일반회계,가족정책과,보호대상아동 지원,사회보장적수혜금,2022-11-10,보호대상아동 심리검사비 지급,"             470,000"
324,일반회계,가족정책과,보호대상아동 지원,기타보상금,2022-11-10,2022. 10월 아동복지시설 인권보호관 활동수당 지급,"             200,000"
325,일반회계,가족정책과,기본경비,사무관리비,2022-11-09,2022. 10월 반려동물팀 급량비 지급,"             480,000"
326,일반회계,가족정책과,국·시비보조금 집행잔액 반환(가족정책과),시ㆍ도비보조금반환금,2022-11-09,2021년 1인가구 안전 도어지킴이 사업 집행잔액 및 이자발생액 반납,"           4,349,970"
327,일반회계,가족정책과,국·시비보조금 집행잔액 반환(가족정책과),시ㆍ도비보조금반환금,2022-11-09,2021년 온종일돌봄체계구축(학교안팎 방과후학교 돌봄활성화)지원사업 집행잔액 반납,"             618,200"
328,일반회계,가족정책과,임산부 및 영유아가정 아이맘택시 추진,민간위탁금,2022-11-09,2022년 아이맘택시 사업추진 용역,"          26,856,000"
329,일반회계,가족정책과,보호대상아동 지원,사회보장적수혜금,2022-11-09,보호대상아동 심리검사비 지급,"             920,000"
330,일반회계,가족정책과,보호대상아동 지원,사회복지사업보조,2022-11-09,2022. 아동양육시설 자립역량강화 프로그램 운영비 교부,"          42,825,000"
331,일반회계,가족정책과,성숙한 반려문화 조성,시책추진업무추진비,2022-11-09,성숙한 반려문화 조성사업 관련 간담회비 지급,"              87,000"
332,일반회계,가족정책과,야생견 없는 안전한 은평 만들기,사무관리비,2022-11-09,야생화된 유기견 구조 장비 구입비 지급,"             550,000"
333,일반회계,가족정책과,취약계층 반려동물 의료비 지원,민간경상사업보조,2022-11-09,2022년 10월 우리동네 동물병원 지원금 지급(로얄동물병원),"             516,000"
334,일반회계,가족정책과,여성친화도시 조성,시책추진업무추진비,2022-11-08,여성친화도시 주민리더단 운영 간담회비 지급,"              63,200"
335,일반회계,가족정책과,지역아동센터 및 신나는 애프터 지원,사무관리비,2022-11-08,(가족정책과-35922호)관련 추심요청에 따른 지급,"           1,434,400"
336,일반회계,가족정책과,아동학대예방사업 추진,시책추진업무추진비,2022-11-08,2022. 부모교육 간담회비 지급,"             156,000"
337,일반회계,가족정책과,보호대상아동 지원,시책추진업무추진비,2022-11-08,입양의뢰아동 친생부모 상담 소요비용 지급,"              36,060"
338,일반회계,가족정책과,보호대상아동 지원,시책추진업무추진비,2022-11-08,학대피해아동 원가정복귀 친부모 상담 소요비용 지급,"              23,600"
339,일반회계,가족정책과,양성평등 및 성인지력향상 교육 운영,시책추진업무추진비,2022-11-07,고위직 대상 별도 폭력예방교육(1회차) 간식비 지급,"             150,000"
340,일반회계,가족정책과,기본경비,사무관리비,2022-11-07,2022. 10월 아동보호팀 급량비 지급,"           1,304,000"
341,일반회계,가족정책과,기본경비,사무관리비,2022-11-07,2022. 10월 아동친화팀 급량비 지급,"             416,000"
342,일반회계,가족정책과,여성친화도시 조성,시책추진업무추진비,2022-11-07,제로페이 결제취소건 반납 처리,"             -46,000"
343,일반회계,가족정책과,결식아동급식지원,사회보장적수혜금,2022-11-07,2022년 10월 결식아동급식 도시락배달비 지급,"           2,952,000"
344,일반회계,가족정책과,여성능력개발 및 취업지원,행사운영비,2022-11-07,여자고등학교 대상 취·창업 컨설팅 교육비 지급,"             500,000"
345,일반회계,가족정책과,주민대상 폭력예방 교육운영,행사운영비,2022-11-07,2022. 은평구 주민대상 폭력예방교육(10월) 강사료 지급,"             200,000"
346,일반회계,가족정책과,국·시비보조금 집행잔액 반환(가족정책과),시ㆍ도비보조금반환금,2022-11-07,2021년「불법촬영 시민감시단 운영」시비보조금 집행잔액 반납,"             184,360"
347,일반회계,가족정책과,임산부 및 영유아가정 아이맘택시 추진,민간위탁금,2022-11-07,아이맘택시 10월 택시운행서비스 정산금 지급,"           9,396,000"
348,일반회계,가족정책과,우리동네키움센터(다함께돌봄) 운영 지원,시책추진업무추진비,2022-11-07,우리동네키움센터 설치 관련 간담회비 지급,"              56,300"
349,일반회계,가족정책과,보호대상아동 지원,시책추진업무추진비,2022-11-07,보호대상아동 면담 다과비 지급,"              13,600"
350,일반회계,가족정책과,불법촬영 시민감시단 운영,사무관리비,2022-11-07,2022년 10월 불법촬영 시민감시단 활동비 지급,"             600,000"
351,일반회계,가족정책과,기본경비,국내여비,2022-11-04,"2022년 10월분 아동복지교사 인건비(국,시비 재배정 및 구비) 지급","             100,000"
352,일반회계,가족정책과,여성안전지원사업,기간제근로자등보수,2022-11-04,2022년 10월 안심이(CCTV 야간관제) 기간제근로자 급여 및 보험료 지출,"           5,053,540"
353,일반회계,가족정책과,결식아동급식지원,사회보장적수혜금,2022-11-04,2022년 11월 지역아동센터(28개소) 결식아동 급식비 지급,"         128,156,970"
354,일반회계,가족정책과,인력운영비,공무직(무기계약)근로자보수,2022-11-04,"2022년 10월분 아동복지교사 인건비(국,시비 재배정 및 구비) 지급","              60,000"
355,일반회계,가족정책과,보호대상아동 지원,사회보장적수혜금,2022-11-04,2022. 자립준비(예정)청년 자격증 취득지원비 지급,"             479,000"
356,일반회계,가족정책과,안심지킴이집 운영,사무관리비,2022-11-04,안심지킴이집 홍보물품 제작비용 지급,"           1,760,000"
357,일반회계,가족정책과,동물보호사업 추진,기타보상금,2022-11-03,2022년 10월분 공수의 업무수당 지급,"             315,000"
358,일반회계,가족정책과,기본경비,사무관리비,2022-11-03,2022. 10월분 가족정책팀 급량비 지급,"             496,000"
359,일반회계,가족정책과,기본경비,사무관리비,2022-11-03,2022. 10월분 여성정책팀 급량비 지급,"             704,000"
360,일반회계,가족정책과,기본경비,사무관리비,2022-11-03,2022년 10월 1인가구지원팀 급량비 지급,"             184,000"
361,일반회계,가족정책과,기본경비,사무관리비,2022-11-03,부서 사무용품 구입비 지급,"             500,000"
362,일반회계,가족정책과,기본경비,국내여비,2022-11-03,2022년 10월분 직원 국내여비 지급,"           1,660,000"
363,일반회계,가족정책과,기본경비,부서운영업무추진비,2022-11-03,아동보호팀 직원 격려 업무추진비 지급,"             137,500"
364,일반회계,가족정책과,기본경비,부서운영업무추진비,2022-11-03,현안업무 추진 직원 노고 격려 업무추진비 지급,"              64,500"
365,일반회계,가족정책과,여성친화도시 조성,행사실비지원금,2022-11-03,2022. 10월 이말산 테마길 해설사 강사수당 지급,"             600,000"
366,일반회계,가족정책과,지역아동센터 및 신나는 애프터 지원,시설비,2022-11-03,신나는애프터2호 누리사랑지역아동센터 보일러 분배기 수리비 지급,"             890,000"
367,일반회계,가족정책과,국·시비보조금 집행잔액 반환(가족정책과),국고보조금반환금,2022-11-03,유기동물 입양비 지원 사업 국고보조금 집행잔액 반납,"             300,000"
368,일반회계,가족정책과,국·시비보조금 집행잔액 반환(가족정책과),국고보조금반환금,2022-11-03,유기동물보호 및 입양비 지원 사업 국고보조금 이자 반납,"              10,890"
369,일반회계,가족정책과,국·시비보조금 집행잔액 반환(가족정책과),시ㆍ도비보조금반환금,2022-11-03,2021년 안심장비 지원사업 집행잔액 및 이자발생액 반납,"           3,458,360"
370,일반회계,가족정책과,국·시비보조금 집행잔액 반환(가족정책과),시ㆍ도비보조금반환금,2022-11-03,유기동물보호 및 입양비 지원 사업 시비보조금 이자 반납,"             175,920"
371,일반회계,가족정책과,국·시비보조금 집행잔액 반환(가족정책과),시ㆍ도비보조금반환금,2022-11-03,유기동물보호 및 입양비 지원 사업 시비보조금 집행잔액 반납,"          29,382,000"
372,일반회계,가족정책과,아동학대조사 추진,사무관리비,2022-11-03,2022. 10월 아동학대긴급전화 운영관련 당직수당 지급,"           1,860,000"
373,일반회계,가족정책과,아동학대조사 추진,시책추진업무추진비,2022-11-03,아동학대 조사대상자 면담 소요비용 지급,"              16,100"
374,일반회계,가족정책과,아동학대예방사업 추진,사무관리비,2022-11-03,아동학대 전담의료기관 지정 협약서 제작비 지급,"              44,000"
375,일반회계,가족정책과,보호대상아동 지원,시책추진업무추진비,2022-11-03,보호대상아동 식비 지급,"              37,800"
376,일반회계,가족정책과,국·시비보조금 집행잔액 반환(가족정책과),시ㆍ도비보조금반환금,2022-11-02,2020년도 인수공통감염병 모니터링사업 시비보조금 반납,"              90,000"
377,일반회계,가족정책과,우리동네키움센터(다함께돌봄) 운영 지원,사무관리비,2022-11-02,2022. 10월 은평2호점 우리동네키움센터 임차료 지급,"             400,000"
378,일반회계,가족정책과,야생견 없는 안전한 은평 만들기,기간제근로자등보수,2022-11-02,2022년 10월 동물보호 현장출동반 기간제근로자 급여 및 보험료 지급,"           4,961,320"
379,일반회계,가족정책과,양성평등 및 성인지력향상 교육 운영,사무관리비,2022-11-01,2022년 고위직 대상 별도 폭력예방교육 문구용품 구입비 지급,"             200,000"
380,일반회계,가족정책과,양성평등 및 성인지력향상 교육 운영,사무관리비,2022-11-01,「2022 자치구 성주류화제도 기관담당자 교육」교육비 지급,"              50,000"
381,일반회계,가족정책과,다문화가족 지원,시책추진업무추진비,2022-11-01,다문화가족 지원 사업 추진 관련 간담회비 지급,"             152,000"
382,일반회계,가족정책과,여성안전지원사업,시책추진업무추진비,2022-11-01,여성안전 시설물 설치 관련 간담회비 지급,"              51,600"
383,일반회계,가족정책과,여성능력개발 및 취업지원,행사운영비,2022-11-01,여자고등학교 대상 취·창업 컨설팅 문구용품 구입비 지급,"             100,000"
384,일반회계,가족정책과,여성능력개발 및 취업지원,시책추진업무추진비,2022-11-01,여성 일자리 협의체 하반기 정기회의 간식비 지급,"              36,000"
385,일반회계,가족정책과,여성능력개발 및 취업지원,시책추진업무추진비,2022-11-01,여자고등학교 대상 취·창업 컨설팅 간식비 지급,"              42,900"
386,일반회계,가족정책과,우리동네키움센터(다함께돌봄) 운영 지원,시책추진업무추진비,2022-11-01,은평12호점 우리동네키움센터 개소식 관련 간담회비 지급,"             123,010"
387,일반회계,가족정책과,아동학대예방사업 추진,사무관리비,2022-11-01,2022. 아동학대예방을 위한 부모교육 홍보물 제작비 지급,"             825,000"
388,일반회계,가족정책과,보호대상아동 지원,시책추진업무추진비,2022-11-01,보호대상아동 식비 지급,"              50,500"
389,일반회계,가족정책과,유기동물 입양비 지원,기타보상금,2022-11-01,유실·유기동물 입양비 지원금 지급(은평2022-00072),"             150,000"
390,일반회계,가족정책과,야생견 없는 안전한 은평 만들기,사무관리비,2022-11-01,야생화된 유기견 구조 관련 용품 구입비 지급,"             109,200"
391,일반회계,가족정책과,'친구야 놀자' 창의프로그램 운영,행사실비지원금,2022-11-01,2022년' 친구야 놀자' 행사운영비(간식비)지급 5회차,"             134,000"
392,일반회계,가족정책과,'친구야 놀자' 창의프로그램 운영,행사실비지원금,2022-11-01,2022년' 친구야 놀자' 행사운영비(간식비)지급 5회차,"             567,500"
393,일반회계,가족정책과,지역아동센터 및 신나는 애프터 지원,사회복지시설법정운영비보조,2022-10-31,2022. 10월 지역아동센터 종사자처우수당 지급(구비),"           9,570,000"
394,일반회계,가족정책과,공동육아나눔터 운영,민간위탁금,2022-10-31,2022년 4분기 공동육아나눔터 운영 보조금 지급,"          10,969,800"
395,일반회계,가족정책과,찾아가는 가족프로그램 소풍 운영,시책추진업무추진비,2022-10-31,찾아가는 가족프로그램 '소풍' 추진 관련 다과류 구입비 지급,"             138,600"
396,일반회계,가족정책과,길고양이 중성화 사업 추진,민간위탁금,2022-10-31,2022년 9월 길고양이 중성화 사업 민간위탁비용 지급,"          18,200,000"
397,일반회계,가족정책과,우리동네키움센터(다함께돌봄) 운영 지원,사무관리비,2022-10-31,2022. 10월 우리동네키움센터 임차료 지급,"           7,370,000"
398,일반회계,가족정책과,결식아동급식지원,사회보장적수혜금,2022-10-28,2022년 11월분 결식아동급식비(꿈나무카드 결제금) 지급,"         138,248,000"
399,일반회계,가족정책과,기본경비,부서운영업무추진비,2022-10-27,현안 업무 추진 직원 격려 간담회비 지급,"             240,000"
400,일반회계,가족정책과,찾아가는 가족프로그램 소풍 운영,시책추진업무추진비,2022-10-27,찾아가는 가족프로그램 '소풍' 추진 관련 다과류 구입비 지급,"             138,600"
401,일반회계,가족정책과,1인가구지원센터 운영,민간위탁금,2022-10-27,2022년 4분기 1인가구지원센터 보조금 교부,"          10,000,000"
402,일반회계,가족정책과,아동학대조사 추진,사회보장적수혜금,2022-10-27,학대피해아동 의료비 지급,"              24,150"
403,일반회계,가족정책과,야생견 없는 안전한 은평 만들기,사무관리비,2022-10-27,동물보호 현장출동반 운영 관련 방한용품 구입비 지급,"             179,500"
404,일반회계,가족정책과,출산지원 사업 추진,사회보장적수혜금,2022-10-26,9월 출산용품교환권 구입 비용 지급,"           1,050,000"
405,일반회계,가족정책과,기본경비,사무관리비,2022-10-26,사무실 열쇠 수리비 지급,"              60,000"
406,일반회계,가족정책과,여성친화도시 조성,시책추진업무추진비,2022-10-26,여성친화도시 조성 사업추진 관계자 간담회비 지급,"              60,500"
407,일반회계,가족정책과,지역아동센터 및 신나는 애프터 지원,시설비,2022-10-26,신나는애프터2호 누리사랑지역아동센터 소방공사비 지급,"           2,909,000"
408,일반회계,가족정책과,보호대상아동 지원,시책추진업무추진비,2022-10-26,보호대상아동 사례회의 다과비 지급,"              19,100"
409,일반회계,가족정책과,야생견 없는 안전한 은평 만들기,공공운영비,2022-10-26,반려동물팀 차량 유류비 지급,"              55,970"
410,일반회계,가족정책과,우리동네키움센터(다함께돌봄) 운영,민간위탁금,2022-10-25,2022. 4분기 은평11호점 우리동네키움센터 보조금(인건비) 지급,"          19,968,120"
411,일반회계,가족정책과,우리동네키움센터(다함께돌봄) 운영 지원,민간위탁금,2022-10-25,2022.4분기 은평11호점 우리동네키움센터 보조금(운영비 1차) 지급,"           3,100,000"
412,일반회계,가족정책과,아동학대조사 추진,시책추진업무추진비,2022-10-25,학대피해아동 보호조치 진행 다과비 지급,"              12,000"
413,일반회계,가족정책과,출산지원 사업 추진,시책추진업무추진비,2022-10-24,출산지원사업 업무추진 관련 간담회비 지급,"              48,000"
414,일반회계,가족정책과,여성친화도시 조성,시책추진업무추진비,2022-10-24,여성친화도시 연구용역 최종보고회 추진 회의 다과비 지급,"              33,000"
415,일반회계,가족정책과,여성친화도시 조성,시책추진업무추진비,2022-10-24,제로페이 결제취소건 반납을 위한 지급,"              46,000"
416,일반회계,가족정책과,찾아가는 가족프로그램 소풍 운영,시책추진업무추진비,2022-10-24,소풍 사업 추진 관련 간담회비 지급,"             109,000"
417,일반회계,가족정책과,아동학대조사 추진,공공운영비,2022-10-24,아동학대 조사 업무용 차량 충전비 지급,"              11,290"
418,일반회계,가족정책과,아동학대조사 추진,시책추진업무추진비,2022-10-24,아동학대 조사대상자 면담 소요비용 지급,"              17,300"
419,일반회계,가족정책과,보호대상아동 지원,공공운영비,2022-10-24,2022. 10월 은평자준청 무인경비시스템비 지급,"              77,000"
420,일반회계,가족정책과,보호대상아동 지원,시책추진업무추진비,2022-10-24,보호대상아동 면담 다과비 지급,"              19,600"
421,일반회계,가족정책과,보호대상아동 지원,시책추진업무추진비,2022-10-24,보호대상아동 식비 지급,"              13,000"
422,일반회계,가족정책과,보호대상아동 지원,시책추진업무추진비,2022-10-24,양육상황점거 대상아동 물품구입비 지급,"              13,000"
423,일반회계,가족정책과,보호대상아동 지원,사회보장적수혜금,2022-10-24,학대피해아동 의료비 지급,"             115,820"
424,일반회계,가족정책과,성숙한 반려문화 조성,행사운영비,2022-10-24,'22년도 은평구 찾아가는 어린이 동물보호교실 '사랑할개' 용역 계약,"           5,700,000"
425,일반회계,가족정책과,'친구야 놀자' 창의프로그램 운영,행사운영비,2022-10-24,아동권리 홍보용품 제작비용 지급,"           1,697,100"
426,일반회계,가족정책과,'친구야 놀자' 창의프로그램 운영,행사실비지원금,2022-10-24,2022 '친구야 놀자' 행사운영비(간식비)지급,"             241,500"
427,일반회계,가족정책과,'친구야 놀자' 창의프로그램 운영,행사실비지원금,2022-10-24,2022년 '친구야 놀자'창의 프로그램 운영 간식비 지급,"              72,000"
428,일반회계,가족정책과,불법촬영 시민감시단 운영,사무관리비,2022-10-24,2022년 불법촬영 시민감시단 방한용품 구입비 지급,"             224,500"
429,일반회계,가족정책과,양성평등 및 성인지력향상 교육 운영,사무관리비,2022-10-21,2022년 9월 한국양성평등교육진흥원 성인지정책교육 교육비 지급,"             585,000"
430,일반회계,가족정책과,여성능력개발 및 취업지원,시책추진업무추진비,2022-10-21,여자고등학교 대상 취·창업 컨설팅 사전 간담회비 지급,"              69,400"
431,일반회계,가족정책과,아동학대조사 추진,사무관리비,2022-10-21,2022. 9월 아동학대긴급전화 운영관련 당직수당 지급,"           1,800,000"
432,일반회계,가족정책과,아동학대예방사업 추진,시책추진업무추진비,2022-10-21,2022. 10월 아동학대대응정보연계협의체 회의 비용 지급,"              33,600"
433,일반회계,가족정책과,보호대상아동 지원,시책추진업무추진비,2022-10-21,보호대상아동 사례회의 다과비 지급,"              32,000"
434,일반회계,가족정책과,보호대상아동 지원,시책추진업무추진비,2022-10-21,시설보호아동 원가정복귀 관련 통합 사례회의,"              49,400"
435,일반회계,가족정책과,한부모가족복지시설 아이돌봄지원사업,사회복지시설법정운영비보조,2022-10-21,2022년 4분기 한부모가족복지시설 아이돌봄지원사업 보조금 지급,"          11,785,000"
436,일반회계,가족정책과,기관공통경비의 효율적 지원,시책추진업무추진비,2022-10-20,1인가구 지원사업 민관 협업 간담회 음료구입비 지급,"              65,000"
437,일반회계,가족정책과,기관공통경비의 효율적 지원,시책추진업무추진비,2022-10-20,1인가구 지원사업 민관 협업 간담회비 지급,"             182,000"
438,일반회계,가족정책과,출산지원 사업 추진,사회보장적수혜금,2022-10-20,2022년 9월분 출산축하금 지급,"             700,000"
439,일반회계,가족정책과,기본경비,부서운영업무추진비,2022-10-20,직원 격려 간담회비 지급,"              54,000"
440,일반회계,가족정책과,여성안전지원사업,시책추진업무추진비,2022-10-20,여성친화 안전마을 조성 관련 간담회비 지급,"              78,000"
441,일반회계,가족정책과,우리동네키움센터(다함께돌봄) 운영,민간위탁금,2022-10-20,2022. 4분기 우리동네키움센터 보조금(인건비) 지급,"         351,504,800"
442,일반회계,가족정책과,우리동네키움센터(다함께돌봄) 설치,시설비,2022-10-20,은평7호점 우리동네키움센터 전기설비 안전진단 보완공사 비용 지출,"             990,000"
443,일반회계,가족정책과,아동학대조사 추진,사무관리비,2022-10-20,2022. 제6차 은평형 아동학대 판단회의 참석수당 지급,"             100,000"
444,일반회계,가족정책과,아동학대조사 추진,공공운영비,2022-10-20,아동학대 조사업무용 차량 보험료 지급,"             436,350"
445,일반회계,가족정책과,보호대상아동 지원,공공운영비,2022-10-20,2022. 10월 은평자준청 관리비(9월분) 지급,"             135,630"
446,일반회계,가족정책과,보호대상아동 지원,공공운영비,2022-10-20,2022. 10월 은평자준청 인터넷사용료(9월분) 지급,"              28,850"
447,일반회계,가족정책과,가족 역량강화 지원사업,민간위탁금,2022-10-20,2022년 4분기 가족역량강화지원사업 보조금 교부,"          36,530,400"
448,일반회계,가족정책과,취약계층 반려동물 의료비 지원,민간경상사업보조,2022-10-20,2022년 9월 우리동네 동물병원 지원금 추가 지급(로얄동물병원),"             390,000"
449,일반회계,가족정책과,가족학교 운영지원,사회복지시설법정운영비보조,2022-10-20,2022년 4분기 가족학교 보조금 교부,"          10,148,000"
450,일반회계,가족정책과,동물보호사업 추진,민간위탁금,2022-10-18,2022년 9월 유기동물 보호관리 민간위탁비용 지급,"           4,422,000"
451,일반회계,가족정책과,여성안전지원사업,시설비,2022-10-18,2022년 여성안전마을 조성 공사발주(구산동),"          16,020,000"
452,일반회계,가족정책과,우리동네키움센터(다함께돌봄) 운영 지원,시책추진업무추진비,2022-10-18,은평11호점 우리동네키움센터 개소식 관련 간담회비 지급,"              40,000"
453,일반회계,가족정책과,보호대상아동 지원,사회보장적수혜금,2022-10-18,2022. 자립준비(예정)청년 자격증 취득지원비 지급,"             570,000"
454,일반회계,가족정책과,1인가구지원센터 운영,연구용역비,2022-10-17,은평구 1인가구 정책수립을 위한 실태조사 용역 시행(관외),"           8,550,000"
455,일반회계,가족정책과,아동학대조사 추진,사무관리비,2022-10-17,아동보호팀 공용차량 임차조달(2022년),"             465,000"
456,일반회계,가족정책과,아동학대조사 추진,공공운영비,2022-10-17,2022. 10월 아동학대조사 업무용 이동전화 사용료(9월분) 지급,"             174,460"
457,일반회계,가족정책과,아동학대조사 추진,시책추진업무추진비,2022-10-17,아동학대예방주간 캠페인 추진 회의 관련 다과비 지급,"              15,500"
458,일반회계,가족정책과,보호대상아동 지원,공공운영비,2022-10-17,'22. 10월 아동보호조치 업무용 이통전화 사용료(9월분) 지급,"             132,000"
459,일반회계,가족정책과,보호대상아동 지원,시책추진업무추진비,2022-10-17,보호대상아동 면담관련 다과비 지급,"              20,700"
460,일반회계,가족정책과,보호대상아동 지원,기타보상금,2022-10-17,2022. 9월 아동복지시설 인권보호관 활동수당 지급,"             250,000"
461,일반회계,가족정책과,야생견 없는 안전한 은평 만들기,사무관리비,2022-10-17,동물보호 업무용 행정차량 임차(조달구매),"             471,790"
462,일반회계,가족정책과,기본경비,사무관리비,2022-10-14,2022. 9월 아동보호팀 급량비 지급,"           1,392,000"
463,일반회계,가족정책과,임산부 및 영유아가정 아이맘택시 추진,사무관리비,2022-10-14,2022년 아이맘택시 모바일어플리케이션 활용용역,"          10,500,000"
464,일반회계,가족정책과,아동권리 아카데미 운영,행사실비지원금,2022-10-14,아동권리 강사양성 아카데미 운영 관련 행사실비지원금 지급,"              41,050"
465,일반회계,가족정책과,아동학대조사 추진,시책추진업무추진비,2022-10-14,2022. 제6차 은평형 아동학대 판단회의 다과비 지급,"              21,200"
466,일반회계,가족정책과,야생견 없는 안전한 은평 만들기,공공운영비,2022-10-14,2022년 10월 동물보호 업무용 이동전화 사용료(9월분) 지급,"              77,750"
467,일반회계,가족정책과,'친구야 놀자' 창의프로그램 운영,행사실비지원금,2022-10-14,2022년 '친구야 놀자'창의 프로그램 운영 간식비 지급,"             120,000"
468,일반회계,가족정책과,'친구야 놀자' 창의프로그램 운영,행사실비지원금,2022-10-14,2022년 '친구야 놀자'창의 프로그램 운영 간식비 지급,"             228,000"
469,일반회계,가족정책과,취약계층 반려동물 의료비 지원,민간경상사업보조,2022-10-14,2022년 9월 우리동네 동물병원 지원금 지급(로얄동물병원),"           1,872,000"
470,일반회계,가족정책과,취약계층 반려동물 의료비 지원,민간경상사업보조,2022-10-14,2022년 9월 우리동네 동물병원 지원금 지급(새은평동물의료센터),"           1,360,000"
471,일반회계,가족정책과,출산지원 사업 추진,시책추진업무추진비,2022-10-13,서울시 임산부 교통비지원 사업 추진 간담회비 지급,"              49,000"
472,일반회계,가족정책과,주민대상 폭력예방 교육운영,행사운영비,2022-10-13,2022. 은평구 주민대상 폭력예방교육(9월) 강사료 지급,"           2,600,000"
473,일반회계,가족정책과,기본경비,사무관리비,2022-10-12,2022. 9월 아동친화팀 급량비 지급,"             504,000"
474,일반회계,가족정책과,지역아동센터 및 신나는 애프터 지원,사회복지시설법정운영비보조,2022-10-12,2022. 9월 지역아동센터 종사자처우수당 지급(구비),"           9,870,000"
475,일반회계,가족정책과,주민대상 폭력예방 교육운영,시책추진업무추진비,2022-10-12,주민대상 폭력예방교육 운영 간담회비 지급,"              46,000"
476,일반회계,가족정책과,아동학대조사 추진,사회보장적수혜금,2022-10-12,학대피해아동 의료비 지급,"             142,430"
477,일반회계,가족정책과,아동학대조사 추진,사회보장적수혜금,2022-10-12,학대피해아동 의료비 지급,"             142,430"
478,일반회계,가족정책과,성숙한 반려문화 조성,시책추진업무추진비,2022-10-12,성숙한 반려문화 조성사업 관련 다과류 구입비 지급,"              39,200"
479,일반회계,가족정책과,동물보호사업 추진,기타보상금,2022-10-11,2022년 9월분 공수의 업무수당 지급,"             315,000"
480,일반회계,가족정책과,주민대상 폭력예방 교육운영,행사운영비,2022-10-11,2022년「청소년 맞춤형 성교육」추가 실시 교육비 지급,"           1,900,000"
481,일반회계,가족정책과,임산부 및 영유아가정 아이맘택시 추진,민간위탁금,2022-10-11,아이맘택시 9월 택시운행서비스 정산금 지급,"           9,186,000"
